GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.5        ,32.7        ,33.6        ,
0        ,32.3        ,35.2        ,36.0        ,
1        ,33.0        ,33.5        ,35.4        ,
2        ,32.2        ,33.1        ,34.6        ,
3        ,31.3        ,31.6        ,33.2        ,
4        ,30.5        ,30.9        ,32.3        ,
5        ,29.6        ,30.0        ,31.6        ,
6        ,28.9        ,30.0        ,30.5        ,
7        ,28.9        ,29.2        ,30.8        ,
8        ,28.5        ,29.3        ,30.3        ,
9        ,27.9        ,28.3        ,30.2        ,
10       ,27.0        ,28.2        ,29.3        ,
11       ,26.6        ,27.1        ,28.7        ,
12       ,26.7        ,27.7        ,28.6        ,
13       ,26.2        ,28.2        ,29.1        ,
14       ,25.9        ,26.3        ,28.3        ,
15       ,25.4        ,26.2        ,27.7        ,
16       ,24.5        ,25.9        ,27.0        ,
17       ,24.1        ,26.0        ,26.5        ,
18       ,23.8        ,24.4        ,26.2        ,
19       ,23.6        ,24.4        ,26.0        ,
20       ,23.4        ,24.3        ,25.5        ,
21       ,23.0        ,24.4        ,25.7        ,
22       ,22.9        ,23.7        ,25.7        ,
23       ,22.8        ,23.8        ,25.3        ,
24       ,22.6        ,24.0        ,25.1        ,
25       ,22.1        ,23.0        ,25.2        ,
26       ,22.1        ,22.9        ,25.0        ,
27       ,21.9        ,22.4        ,24.4        ,
28       ,21.7        ,22.1        ,24.0        ,
29       ,20.8        ,22.4        ,23.6        ,
30       ,20.3        ,20.7        ,23.3        ,
31       ,20.0        ,21.4        ,22.6        ,
32       ,19.6        ,21.3        ,23.3        ,
33       ,19.5        ,20.5        ,24.7        ,
34       ,19.0        ,19.9        ,23.4        ,
35       ,18.3        ,19.3        ,23.0        ,
36       ,17.6        ,18.8        ,22.2        ,
37       ,5.3         ,6.1         ,21.5        ,
38       ,3.4         ,12.1        ,12.2        ,
