GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,46          ,47          ,48          ,
0        ,33          ,51          ,53          ,
1        ,43          ,55          ,55          ,
2        ,48          ,61          ,63          ,
3        ,57          ,68          ,68          ,
4        ,64          ,71          ,73          ,
5        ,68          ,73          ,76          ,
6        ,72          ,78          ,79          ,
7        ,72          ,78          ,80          ,
8        ,70          ,75          ,83          ,
9        ,71          ,78          ,84          ,
10       ,74          ,76          ,83          ,
11       ,71          ,72          ,82          ,
12       ,69          ,75          ,83          ,
13       ,70          ,74          ,82          ,
14       ,73          ,74          ,83          ,
15       ,70          ,77          ,84          ,
16       ,71          ,72          ,84          ,
17       ,67          ,71          ,80          ,
18       ,65          ,68          ,79          ,
19       ,62          ,73          ,81          ,
20       ,63          ,73          ,81          ,
21       ,68          ,74          ,83          ,
22       ,69          ,77          ,85          ,
23       ,66          ,72          ,84          ,
24       ,66          ,80          ,86          ,
25       ,69          ,76          ,86          ,
26       ,70          ,76          ,85          ,
27       ,67          ,77          ,85          ,
28       ,71          ,72          ,84          ,
29       ,69          ,78          ,83          ,
30       ,67          ,74          ,86          ,
31       ,67          ,75          ,86          ,
32       ,64          ,77          ,86          ,
33       ,59          ,75          ,86          ,
34       ,59          ,77          ,86          ,
35       ,61          ,80          ,86          ,
36       ,62          ,81          ,89          ,
37       ,64          ,77          ,88          ,
38       ,不详          ,不详          ,不详          ,
